,LEAID,County,State,State/County,School District,ALL_MTH00pctprof_1112,ALL_RLA00pctprof_1112,Ages 5 to 17 in Families in Poverty Percent
1473,609030,Fresno County,CA,Fresno County CA,Clovis Unified,74.0,77.0,35.25
1474,609070,Riverside County,CA,Riverside County CA,Coachella Valley Unified,44.0,35.0,23.05
1475,609120,Fresno County,CA,Fresno County CA,Coalinga-Huron Joint Unified,48.0,39.0,35.25
1476,609240,Trinity County,CA,Trinity County CA,Coffee Creek Elementary,50.0,50.0,31.15
1477,609270,Santa Barbara County,CA,Santa Barbara County CA,Cold Spring Elementary,92.0,92.0,20.6
1478,609300,Placer County,CA,Placer County CA,Colfax Elementary,48.0,57.0,9.55
1479,609330,Santa Barbara County,CA,Santa Barbara County CA,College Elementary,68.0,74.0,20.6
1480,609390,San Bernardino County,CA,San Bernardino County CA,Colton Joint Unified,47.0,47.0,25.55
1481,609450,Shasta County,CA,Shasta County CA,Columbia Elementary,56.0,61.0,24.0
1482,609480,Tuolumne County,CA,Tuolumne County CA,Columbia Union,62.0,65.0,20.35
1483,609510,Tulare County,CA,Tulare County CA,Columbine Elementary,82.0,72.0,36.8
1484,609570,Colusa County,CA,Colusa County CA,Colusa Unified,45.0,45.0,18.85
1485,609620,Los Angeles County,CA,Los Angeles County CA,Compton Unified,44.0,38.0,25.75
1486,609640,Ventura County,CA,Ventura County CA,Conejo Valley Unified,75.0,78.0,15.45
1487,609665,Mendocino County,CA,Mendocino County CA,Leggett Valley Unified,54.5,54.5,30.45
1488,609690,Kings County,CA,Kings County CA,Corcoran Joint Unified,42.0,39.0,27.1
1489,609780,Tehama County,CA,Tehama County CA,Corning Union Elementary,58.0,47.0,27.9
1490,609810,Tehama County,CA,Tehama County CA,Corning Union High,46.0,45.0,27.9
1491,609850,Riverside County,CA,Riverside County CA,Corona-Norco Unified,62.0,66.0,23.05
1492,609870,San Diego County,CA,San Diego County CA,Coronado Unified,76.0,83.0,19.1
1493,609940,Sonoma County,CA,Sonoma County CA,Cotati-Rohnert Park Unified,54.0,56.0,13.8
1494,609990,Shasta County,CA,Shasta County CA,Cottonwood Union Elementary,49.0,58.0,24.0
1495,610050,Los Angeles County,CA,Los Angeles County CA,Covina-Valley Unified,57.0,59.0,25.75
1497,610230,Humboldt County,CA,Humboldt County CA,Cuddeback Union Elementary,67.0,52.0,24.8
1498,610260,Los Angeles County,CA,Los Angeles County CA,Culver City Unified,72.0,72.0,25.75
1499,610290,Santa Clara County,CA,Santa Clara County CA,Cupertino Union,90.0,89.0,12.3
1500,610320,Tuolumne County,CA,Tuolumne County CA,Curtis Creek Elementary,54.0,60.0,20.35
1501,610350,Tulare County,CA,Tulare County CA,Cutler-Orosi Joint Unified,48.0,37.0,36.8
1502,610380,Humboldt County,CA,Humboldt County CA,Cutten Elementary,74.0,72.0,24.8
1503,610440,Orange County,CA,Orange County CA,Cypress Elementary,75.0,77.0,17.0
1504,610620,Yolo County,CA,Yolo County CA,Davis Joint Unified,77.0,79.0,18.200000000000003
1505,610680,Inyo County,CA,Inyo County CA,Death Valley Unified,44.5,34.5,19.0
1506,610710,San Diego County,CA,San Diego County CA,Dehesa Elementary,33.0,56.0,19.1
1507,610740,San Diego County,CA,San Diego County CA,Del Mar Union Elementary,91.0,91.0,19.1
1508,610770,Del Norte County,CA,Del Norte County CA,Del Norte County Unified,50.0,50.0,31.4
1509,610860,Kern County,CA,Kern County CA,Delano Joint Union High,70.0,60.0,32.95
1510,610890,Kern County,CA,Kern County CA,Delano Union Elementary,50.0,45.0,32.95
1511,610980,Siskiyou County,CA,Siskiyou County CA,Delphic Elementary,69.5,69.5,28.45
1512,611040,Stanislaus County,CA,Stanislaus County CA,Denair Unified,40.0,49.0,27.8
1513,611100,Riverside County,CA,Riverside County CA,Desert Center Unified,50.0,50.0,23.05
1514,611110,Riverside County,CA,Riverside County CA,Desert Sands Unified,64.0,61.0,23.05
1515,611130,Kern County,CA,Kern County CA,Di Giorgio Elementary,42.0,42.0,32.95
1516,611220,Marin County,CA,Marin County CA,Dixie Elementary,81.0,86.0,9.8
1517,611280,Solano County,CA,Solano County CA,Dixon Unified,55.0,52.0,16.1
1518,611430,Trinity County,CA,Trinity County CA,Douglas City Elementary,62.0,67.0,31.15
1519,611460,Los Angeles County,CA,Los Angeles County CA,Downey Unified,57.0,57.0,25.75
1520,611490,Placer County,CA,Placer County CA,Dry Creek Joint Elementary,67.0,72.0,9.55
1521,611520,Los Angeles County,CA,Los Angeles County CA,Duarte Unified,58.0,57.0,25.75
1522,611550,Tulare County,CA,Tulare County CA,Ducor Union Elementary,57.0,42.0,36.8
1523,611610,Sonoma County,CA,Sonoma County CA,Dunham Elementary,67.0,62.0,13.8
1524,611670,Siskiyou County,CA,Siskiyou County CA,Dunsmuir Elementary,37.0,57.0,28.45
1525,611700,Siskiyou County,CA,Siskiyou County CA,Dunsmuir Joint Union High,30.0,20.0,28.45
1526,611730,Butte County,CA,Butte County CA,Durham Unified,54.0,65.0,25.700000000000003
1527,611760,Tulare County,CA,Tulare County CA,Earlimart Elementary,52.0,36.0,36.8
1528,611780,Sutter County,CA,Sutter County CA,East Nicolaus Joint Union High,52.0,62.0,22.45
1529,611820,Santa Clara County,CA,Santa Clara County CA,East Side Union High,59.0,54.0,12.3
1530,611850,Los Angeles County,CA,Los Angeles County CA,East Whittier City Elementary,67.0,68.0,25.75
1531,611870,Mono County,CA,Mono County CA,Eastern Sierra Unified,59.0,64.0,15.899999999999999
1532,611910,Los Angeles County,CA,Los Angeles County CA,Eastside Union Elementary,40.0,38.0,25.75
1533,611940,Kern County,CA,Kern County CA,Edison Elementary,52.0,42.0,32.95
1534,612030,Imperial County,CA,Imperial County CA,El Centro Elementary,54.0,50.0,31.2
1535,612070,El Dorado County,CA,El Dorado County CA,El Dorado Union High,77.0,76.0,11.45
1536,612090,Los Angeles County,CA,Los Angeles County CA,El Monte City Elementary,54.0,52.0,25.75
1537,612120,Los Angeles County,CA,Los Angeles County CA,El Monte Union High,56.0,52.0,25.75
1538,612150,Merced County,CA,Merced County CA,El Nido Elementary,57.0,52.0,35.55
1539,612180,Los Angeles County,CA,Los Angeles County CA,El Rancho Unified,52.0,51.0,25.75
1540,612210,Los Angeles County,CA,Los Angeles County CA,El Segundo Unified,75.0,81.0,25.75
1541,612330,Sacramento County,CA,Sacramento County CA,Elk Grove Unified,61.0,61.0,24.35
1542,612360,Kern County,CA,Kern County CA,Elk Hills Elementary,22.0,32.0,32.95
1543,612420,Tehama County,CA,Tehama County CA,Elkins Elementary,50.0,50.0,27.9
1544,612600,Sacramento County,CA,Sacramento County CA,Elverta Joint Elementary,52.0,52.0,24.35
1545,612630,Alameda County,CA,Alameda County CA,Emery Unified,51.0,47.0,16.0
1546,612690,Stanislaus County,CA,Stanislaus County CA,Empire Union Elementary,52.0,55.0,27.8
1547,612750,San Diego County,CA,San Diego County CA,Encinitas Union Elementary,81.0,83.0,19.1
1548,612810,Shasta County,CA,Shasta County CA,Enterprise Elementary,62.0,62.0,24.0
1549,612840,San Joaquin County,CA,San Joaquin County CA,Escalon Unified,59.0,55.0,22.8
1550,612880,San Diego County,CA,San Diego County CA,Escondido Union,47.0,50.0,19.1
1551,612910,San Diego County,CA,San Diego County CA,Escondido Union High,56.0,55.0,19.1
1552,612930,Yolo County,CA,Yolo County CA,Esparto Unified,49.0,44.0,18.200000000000003
1553,612960,San Bernardino County,CA,San Bernardino County CA,Etiwanda Elementary,75.0,76.0,25.55
1554,613080,Placer County,CA,Placer County CA,Eureka Union,79.0,86.0,9.55
1555,613140,Santa Clara County,CA,Santa Clara County CA,Evergreen Elementary,75.0,75.0,12.3
1556,613170,Tehama County,CA,Tehama County CA,Evergreen Union,69.0,67.0,27.9
1557,613200,Tulare County,CA,Tulare County CA,Exeter Union Elementary,48.0,51.0,36.8
1558,613230,Tulare County,CA,Tulare County CA,Exeter Union High,52.0,46.0,36.8
1559,613290,Kern County,CA,Kern County CA,Fairfax Elementary,39.0,35.0,32.95
1560,613360,Solano County,CA,Solano County CA,Fairfield-Suisun Unified,60.0,58.0,16.1
1561,613470,Shasta County,CA,Shasta County CA,Fall River Joint Unified,59.0,57.0,24.0
1562,613500,San Diego County,CA,San Diego County CA,Fallbrook Union Elementary,59.0,59.0,19.1
1563,613530,San Diego County,CA,San Diego County CA,Fallbrook Union High,57.0,57.0,19.1
1564,613710,Butte County,CA,Butte County CA,Feather Falls Union Elementary,50.0,50.0,25.700000000000003
1565,613740,Humboldt County,CA,Humboldt County CA,Fieldbrook Elementary,72.0,87.0,24.8
1566,613800,Ventura County,CA,Ventura County CA,Fillmore Unified,41.0,44.0,15.45
1567,613840,Fresno County,CA,Fresno County CA,Firebaugh-Las Deltas Joint Unified,60.0,49.0,35.25
1568,613860,Tehama County,CA,Tehama County CA,Flournoy Union Elementary,49.5,80.0,27.9
1569,613890,Sacramento County,CA,Sacramento County CA,Folsom-Cordova Unified,65.0,69.0,24.35
1570,613920,San Bernardino County,CA,San Bernardino County CA,Fontana Unified,50.0,48.0,25.55
1571,613980,Placer County,CA,Placer County CA,Foresthill Union Elementary,64.0,62.0,9.55
1572,614010,Sonoma County,CA,Sonoma County CA,Forestville Union Elementary,61.0,70.0,13.8
1574,614070,Mendocino County,CA,Mendocino County CA,Fort Bragg Unified,47.0,52.0,30.45
1575,614130,Sonoma County,CA,Sonoma County CA,Fort Ross Elementary,49.5,69.5,13.8
1576,614160,Humboldt County,CA,Humboldt County CA,Fortuna Union Elementary,43.0,54.0,24.8
1577,614190,Humboldt County,CA,Humboldt County CA,Fortuna Union High,51.0,56.0,24.8
1578,614220,Orange County,CA,Orange County CA,Fountain Valley Elementary,78.0,82.0,17.0
1579,614250,Fresno County,CA,Fresno County CA,Fowler Unified,54.0,54.0,35.25
1580,614340,Sutter County,CA,Sutter County CA,Franklin Elementary,68.0,71.0,22.45
1581,614370,Santa Clara County,CA,Santa Clara County CA,Franklin-McKinley Elementary,55.0,51.0,12.3
1582,614400,Alameda County,CA,Alameda County CA,Fremont Unified,77.0,79.0,16.0
1583,614430,Santa Clara County,CA,Santa Clara County CA,Fremont Union High,85.0,81.0,12.3
1584,614490,Shasta County,CA,Shasta County CA,French Gulch-Whiskeytown Elementary,50.0,50.0,24.0
1585,614520,Humboldt County,CA,Humboldt County CA,Freshwater Elementary,68.0,71.0,24.8
1586,614550,Fresno County,CA,Fresno County CA,Fresno Unified,49.0,42.0,35.25
1587,614700,Kern County,CA,Kern County CA,Fruitvale Elementary,67.0,72.0,32.95
1588,614730,Orange County,CA,Orange County CA,Fullerton Elementary,74.0,68.0,17.0
1589,614760,Orange County,CA,Orange County CA,Fullerton Joint Union High,78.0,73.0,17.0
1590,614790,Sacramento County,CA,Sacramento County CA,Galt Joint Union Elementary,63.0,63.0,24.35
1591,614820,Sacramento County,CA,Sacramento County CA,Galt Joint Union High,57.0,55.0,24.35
1592,614880,Orange County,CA,Orange County CA,Garden Grove Unified,69.0,59.0,17.0
1593,614910,Humboldt County,CA,Humboldt County CA,Garfield Elementary,74.5,84.5,24.8
1594,614940,Los Angeles County,CA,Los Angeles County CA,Garvey Elementary,66.0,59.0,25.75
1595,614950,Shasta County,CA,Shasta County CA,Gateway Unified,51.0,59.0,24.0
1596,614970,Siskiyou County,CA,Siskiyou County CA,Gazelle Union Elementary,54.5,74.5,28.45
1597,615000,Kern County,CA,Kern County CA,General Shafter Elementary,57.0,47.0,32.95
1598,615090,Tehama County,CA,Tehama County CA,Gerber Union Elementary,50.0,42.0,27.9
1599,615150,Sonoma County,CA,Sonoma County CA,Geyserville Unified,62.0,57.0,13.8
1600,615180,Santa Clara County,CA,Santa Clara County CA,Gilroy Unified,60.0,59.0,12.3
1601,615240,Los Angeles County,CA,Los Angeles County CA,Glendale Unified,75.0,72.0,25.75
1602,615270,Los Angeles County,CA,Los Angeles County CA,Glendora Unified,75.0,75.0,25.75
1603,615390,El Dorado County,CA,El Dorado County CA,Gold Oak Union Elementary,57.0,64.0,11.45
1604,615450,El Dorado County,CA,El Dorado County CA,Gold Trail Union Elementary,69.0,70.0,11.45
1605,615480,Butte County,CA,Butte County CA,Golden Feather Union Elementary,37.0,37.0,25.700000000000003
1606,615510,Santa Barbara County,CA,Santa Barbara County CA,Goleta Union Elementary,76.0,73.0,20.6
1607,615600,Los Angeles County,CA,Los Angeles County CA,Gorman Elementary,30.0,53.0,25.75
1608,615690,Shasta County,CA,Shasta County CA,Grant Elementary,76.0,82.0,24.0
1609,615780,Nevada County,CA,Nevada County CA,Grass Valley Elementary,52.0,58.0,15.5
1610,615810,Stanislaus County,CA,Stanislaus County CA,Gratton Elementary,77.0,77.0,27.8
1611,615840,Sonoma County,CA,Sonoma County CA,Gravenstein Union Elementary,75.0,84.0,13.8
1612,615870,Monterey County,CA,Monterey County CA,Graves Elementary,80.0,69.5,24.5
1614,616050,Kern County,CA,Kern County CA,Greenfield Union,55.0,46.0,32.95
1615,616080,Monterey County,CA,Monterey County CA,Greenfield Union Elementary,44.0,29.0,24.5
1616,616110,Siskiyou County,CA,Siskiyou County CA,Grenada Elementary,67.0,52.0,28.45
1617,616230,San Diego County,CA,San Diego County CA,Grossmont Union High,61.0,54.0,19.1
1618,616260,Santa Barbara County,CA,Santa Barbara County CA,Guadalupe Union Elementary,33.0,35.0,20.6
1619,616300,San Bernardino County,CA,San Bernardino County CA,Cucamonga Elementary,55.0,53.0,25.55
1620,616320,Sonoma County,CA,Sonoma County CA,Guerneville Elementary,72.0,72.0,13.8
1621,616323,Merced County,CA,Merced County CA,Gustine Unified,46.0,46.0,35.55
1622,616325,Los Angeles County,CA,Los Angeles County CA,Hacienda la Puente Unified,63.0,61.0,25.75
1623,616470,Kings County,CA,Kings County CA,Hanford Elementary,61.0,51.0,27.1
1624,616500,Kings County,CA,Kings County CA,Hanford Joint Union High,54.0,52.0,27.1
1625,616530,Siskiyou County,CA,Siskiyou County CA,Happy Camp Union Elementary,42.0,42.0,28.45
1626,616560,Santa Cruz County,CA,Santa Cruz County CA,Happy Valley Elementary,82.0,92.0,16.95
1627,616570,Shasta County,CA,Shasta County CA,Happy Valley Union Elementary,56.0,50.0,24.0
1628,616620,Sonoma County,CA,Sonoma County CA,Harmony Union Elementary,48.0,68.0,13.8
1629,616650,Stanislaus County,CA,Stanislaus County CA,Hart-Ransom Union Elementary,51.0,65.0,27.8
1630,616680,Los Angeles County,CA,Los Angeles County CA,Hawthorne,57.0,52.0,25.75
1631,616740,Alameda County,CA,Alameda County CA,Hayward Unified,43.0,44.0,16.0
1632,616830,Imperial County,CA,Imperial County CA,Heber Elementary,68.0,57.0,31.2
1633,616860,San Bernardino County,CA,San Bernardino County CA,Helendale Elementary,55.0,58.0,25.55
1634,616920,Riverside County,CA,Riverside County CA,Hemet Unified,50.0,52.0,23.05
1635,617040,Los Angeles County,CA,Los Angeles County CA,Hermosa Beach City Elementary,72.0,76.0,25.75
1637,617190,San Mateo County,CA,San Mateo County CA,Hillsborough City Elementary,90.0,95.0,9.95
1638,617220,Merced County,CA,Merced County CA,Hilmar Unified,53.0,52.0,35.55
1639,617340,San Benito County,CA,San Benito County CA,Hollister,46.0,50.0,16.15
1640,617430,Imperial County,CA,Imperial County CA,Holtville Unified,54.0,44.0,31.2
1641,617490,Santa Barbara County,CA,Santa Barbara County CA,Hope Elementary,76.0,80.0,20.6
1642,617520,Tulare County,CA,Tulare County CA,Hope Elementary,37.0,42.0,36.8
1643,617580,Sonoma County,CA,Sonoma County CA,Horicon Elementary,34.5,54.5,13.8
1644,617620,Siskiyou County,CA,Siskiyou County CA,Hornbrook Elementary,30.0,49.5,28.45
1645,617640,Tulare County,CA,Tulare County CA,Hot Springs Elementary,50.0,50.0,36.8
1646,617760,Napa County,CA,Napa County CA,Howell Mountain Elementary,47.0,62.0,13.75
1647,617850,Ventura County,CA,Ventura County CA,Hueneme Elementary,43.0,43.0,15.45
1648,617880,Los Angeles County,CA,Los Angeles County CA,Hughes-Elizabeth Lakes Union Elementary,68.0,70.0,25.75
1649,618030,Orange County,CA,Orange County CA,Huntington Beach City Elementary,73.0,81.0,17.0
1650,618060,Orange County,CA,Orange County CA,Huntington Beach Union High,75.0,73.0,17.0
1651,618120,Humboldt County,CA,Humboldt County CA,Hydesville Elementary,62.0,77.0,24.8
1652,618160,Shasta County,CA,Shasta County CA,"Igo, Ono, Platina Union Elementary",34.5,54.5,24.0
1653,618210,Imperial County,CA,Imperial County CA,Imperial Unified,57.0,62.0,31.2
1654,618240,El Dorado County,CA,El Dorado County CA,Indian Diggings Elementary,50.0,50.0,11.45
1655,618270,Shasta County,CA,Shasta County CA,Indian Springs Elementary,50.0,50.0,24.0
1656,618390,Los Angeles County,CA,Los Angeles County CA,Inglewood Unified,47.0,46.0,25.75
1659,618690,Tuolumne County,CA,Tuolumne County CA,Jamestown Elementary,40.0,52.0,20.35
1660,618730,San Diego County,CA,San Diego County CA,Jamul-Dulzura Union Elementary,52.0,63.0,19.1
1661,618780,Lassen County,CA,Lassen County CA,Janesville Union Elementary,70.0,69.0,18.549999999999997
1662,618810,San Benito County,CA,San Benito County CA,Jefferson Elementary,50.0,50.0,16.15
1663,618840,San Joaquin County,CA,San Joaquin County CA,Jefferson Elementary,66.0,69.0,22.8
1664,618870,San Mateo County,CA,San Mateo County CA,Jefferson Elementary,53.0,59.0,9.95
1665,618930,San Mateo County,CA,San Mateo County CA,Jefferson Union High,57.0,60.0,9.95
1666,618990,Contra Costa County,CA,Contra Costa County CA,John Swett Unified,47.0,49.0,13.7
1667,619050,Lassen County,CA,Lassen County CA,Johnstonville Elementary,62.0,57.0,18.549999999999997
1668,619110,San Diego County,CA,San Diego County CA,Julian Union High,54.5,64.5,19.1
1669,619140,San Diego County,CA,San Diego County CA,Julian Union Elementary,52.0,65.0,19.1
1670,619170,Trinity County,CA,Trinity County CA,Junction City Elementary,67.0,67.0,31.15
1671,619200,Shasta County,CA,Shasta County CA,Junction Elementary,67.0,62.0,24.0
1672,619230,Siskiyou County,CA,Siskiyou County CA,Junction Elementary,69.5,50.0,28.45
1673,619260,Riverside County,CA,Riverside County CA,Jurupa Unified,54.0,49.0,23.05
1674,619320,Lake County,CA,Lake County CA,Kelseyville Unified,45.0,44.0,31.0
1675,619380,Marin County,CA,Marin County CA,Kentfield Elementary,89.0,91.0,9.8
1676,619410,Sonoma County,CA,Sonoma County CA,Kenwood,82.0,77.0,13.8
1677,619440,Los Angeles County,CA,Los Angeles County CA,Keppel Union Elementary,51.0,47.0,25.75
1678,619490,Fresno County,CA,Fresno County CA,Kerman Unified,53.0,54.0,35.25
1679,619540,Kern County,CA,Kern County CA,Kern Union High,54.0,52.0,32.95
1680,619590,Kern County,CA,Kern County CA,Kernville Union Elementary,43.0,55.0,32.95
1681,619620,Stanislaus County,CA,Stanislaus County CA,Keyes Union,49.0,51.0,27.8
1682,619650,Monterey County,CA,Monterey County CA,South Monterey County Joint Union High,37.0,32.0,24.5
1683,619680,Monterey County,CA,Monterey County CA,King City Union,49.0,44.0,24.5
1684,619700,Fresno County,CA,Fresno County CA,Kings Canyon Joint Unified,58.0,54.0,35.25
1685,619740,Tulare County,CA,Tulare County CA,Kings River Union Elementary,59.0,47.0,36.8
1688,619830,Fresno County,CA,Fresno County CA,Kingsburg Joint Union High,65.0,60.0,35.25
1689,619860,Tehama County,CA,Tehama County CA,Kirkwood Elementary,74.5,64.5,27.9
1690,619890,Kings County,CA,Kings County CA,Kit Carson Union Elementary,49.0,55.0,27.1
1691,619920,Siskiyou County,CA,Siskiyou County CA,Klamath River Union Elementary,50.0,50.0,28.45
1692,619950,Humboldt County,CA,Humboldt County CA,Klamath-Trinity Joint Unified,31.0,33.0,24.8
1693,619980,Humboldt County,CA,Humboldt County CA,Kneeland Elementary,49.5,69.5,24.8
1694,620010,Stanislaus County,CA,Stanislaus County CA,Knights Ferry Elementary,67.0,67.0,27.8
1695,620040,Contra Costa County,CA,Contra Costa County CA,Knightsen Elementary,68.0,63.0,13.7
1696,620070,Lake County,CA,Lake County CA,Konocti Unified,40.0,42.0,31.0
1697,620130,Los Angeles County,CA,Los Angeles County CA,La Canada Unified,93.0,92.0,25.75
1698,620160,Stanislaus County,CA,Stanislaus County CA,La Grange Elementary,50.0,50.0,27.8
1699,620190,Orange County,CA,Orange County CA,La Habra City Elementary,48.0,49.0,17.0
